ccode2,country,un_continent,un_region,regime,year
200,United Kingdom,Europe,Northern Europe,Democracy,2003
200,United Kingdom,Europe,Northern Europe,Democracy,2004
200,United Kingdom,Europe,Northern Europe,Democracy,2005
200,United Kingdom,Europe,Northern Europe,Democracy,2006
200,United Kingdom,Europe,Northern Europe,Democracy,2007
200,United Kingdom,Europe,Northern Europe,Democracy,2008
200,United Kingdom,Europe,Northern Europe,Democracy,2009
200,United Kingdom,Europe,Northern Europe,Democracy,2010
200,United Kingdom,Europe,Northern Europe,Democracy,2011
200,United Kingdom,Europe,Northern Europe,Democracy,2012
205,Ireland,Europe,Northern Europe,Democracy,2000
205,Ireland,Europe,Northern Europe,Democracy,2001
205,Ireland,Europe,Northern Europe,Democracy,2002
205,Ireland,Europe,Northern Europe,Democracy,2003
205,Ireland,Europe,Northern Europe,Democracy,2004
205,Ireland,Europe,Northern Europe,Democracy,2005
205,Ireland,Europe,Northern Europe,Democracy,2006
205,Ireland,Europe,Northern Europe,Democracy,2007
205,Ireland,Europe,Northern Europe,Democracy,2008
205,Ireland,Europe,Northern Europe,Democracy,2009
205,Ireland,Europe,Northern Europe,Democracy,2010
205,Ireland,Europe,Northern Europe,Democracy,2011
205,Ireland,Europe,Northern Europe,Democracy,2012
210,Netherlands,Europe,Western Europe,Democracy,2000
210,Netherlands,Europe,Western Europe,Democracy,2001
210,Netherlands,Europe,Western Europe,Democracy,2002
210,Netherlands,Europe,Western Europe,Democracy,2003
210,Netherlands,Europe,Western Europe,Democracy,2004
210,Netherlands,Europe,Western Europe,Democracy,2005
210,Netherlands,Europe,Western Europe,Democracy,2006
210,Netherlands,Europe,Western Europe,Democracy,2007
210,Netherlands,Europe,Western Europe,Democracy,2008
210,Netherlands,Europe,Western Europe,Democracy,2009
210,Netherlands,Europe,Western Europe,Democracy,2010
210,Netherlands,Europe,Western Europe,Democracy,2011
210,Netherlands,Europe,Western Europe,Democracy,2012
211,Belgium,Europe,Western Europe,Democracy,2000
211,Belgium,Europe,Western Europe,Democracy,2001
211,Belgium,Europe,Western Europe,Democracy,2002
211,Belgium,Europe,Western Europe,Democracy,2003
211,Belgium,Europe,Western Europe,Democracy,2004
211,Belgium,Europe,Western Europe,Democracy,2005
211,Belgium,Europe,Western Europe,Democracy,2006
211,Belgium,Europe,Western Europe,Democracy,2007
211,Belgium,Europe,Western Europe,Democracy,2008
211,Belgium,Europe,Western Europe,Democracy,2009
211,Belgium,Europe,Western Europe,Democracy,2010
211,Belgium,Europe,Western Europe,Democracy,2011
211,Belgium,Europe,Western Europe,Democracy,2012
212,Luxembourg,Europe,Western Europe,Democracy,2000
212,Luxembourg,Europe,Western Europe,Democracy,2001
212,Luxembourg,Europe,Western Europe,Democracy,2002
212,Luxembourg,Europe,Western Europe,Democracy,2003
212,Luxembourg,Europe,Western Europe,Democracy,2004
212,Luxembourg,Europe,Western Europe,Democracy,2005
212,Luxembourg,Europe,Western Europe,Democracy,2006
212,Luxembourg,Europe,Western Europe,Democracy,2007
212,Luxembourg,Europe,Western Europe,Democracy,2008
212,Luxembourg,Europe,Western Europe,Democracy,2009
212,Luxembourg,Europe,Western Europe,Democracy,2010
212,Luxembourg,Europe,Western Europe,Democracy,2011
212,Luxembourg,Europe,Western Europe,Democracy,2012
220,France,Europe,Western Europe,Democracy,2000
220,France,Europe,Western Europe,Democracy,2001
220,France,Europe,Western Europe,Democracy,2002
220,France,Europe,Western Europe,Democracy,2003
220,France,Europe,Western Europe,Democracy,2004
220,France,Europe,Western Europe,Democracy,2005
220,France,Europe,Western Europe,Democracy,2006
220,France,Europe,Western Europe,Democracy,2007
220,France,Europe,Western Europe,Democracy,2008
220,France,Europe,Western Europe,Democracy,2009
220,France,Europe,Western Europe,Democracy,2010
220,France,Europe,Western Europe,Democracy,2011
220,France,Europe,Western Europe,Democracy,2012
225,Switzerland,Europe,Western Europe,Democracy,2000
225,Switzerland,Europe,Western Europe,Democracy,2001
225,Switzerland,Europe,Western Europe,Democracy,2002
225,Switzerland,Europe,Western Europe,Democracy,2003
225,Switzerland,Europe,Western Europe,Democracy,2004
225,Switzerland,Europe,Western Europe,Democracy,2005
225,Switzerland,Europe,Western Europe,Democracy,2006
225,Switzerland,Europe,Western Europe,Democracy,2007
225,Switzerland,Europe,Western Europe,Democracy,2008
225,Switzerland,Europe,Western Europe,Democracy,2009
225,Switzerland,Europe,Western Europe,Democracy,2010
225,Switzerland,Europe,Western Europe,Democracy,2011
225,Switzerland,Europe,Western Europe,Democracy,2012
230,Spain,Europe,Southern Europe,Democracy,2000
230,Spain,Europe,Southern Europe,Democracy,2001
230,Spain,Europe,Southern Europe,Democracy,2002
230,Spain,Europe,Southern Europe,Democracy,2003
230,Spain,Europe,Southern Europe,Democracy,2004
230,Spain,Europe,Southern Europe,Democracy,2005
230,Spain,Europe,Southern Europe,Democracy,2006
230,Spain,Europe,Southern Europe,Democracy,2007
230,Spain,Europe,Southern Europe,Democracy,2008
230,Spain,Europe,Southern Europe,Democracy,2009
230,Spain,Europe,Southern Europe,Democracy,2010
230,Spain,Europe,Southern Europe,Democracy,2011
230,Spain,Europe,Southern Europe,Democracy,2012
235,Portugal,Europe,Southern Europe,Democracy,2000
235,Portugal,Europe,Southern Europe,Democracy,2001
235,Portugal,Europe,Southern Europe,Democracy,2002
235,Portugal,Europe,Southern Europe,Democracy,2003
235,Portugal,Europe,Southern Europe,Democracy,2004
235,Portugal,Europe,Southern Europe,Democracy,2005
235,Portugal,Europe,Southern Europe,Democracy,2006
235,Portugal,Europe,Southern Europe,Democracy,2007
235,Portugal,Europe,Southern Europe,Democracy,2008
235,Portugal,Europe,Southern Europe,Democracy,2009
235,Portugal,Europe,Southern Europe,Democracy,2010
235,Portugal,Europe,Southern Europe,Democracy,2011
235,Portugal,Europe,Southern Europe,Democracy,2012
255,Germany,Europe,Western Europe,Democracy,2000
255,Germany,Europe,Western Europe,Democracy,2001
255,Germany,Europe,Western Europe,Democracy,2002
255,Germany,Europe,Western Europe,Democracy,2003
255,Germany,Europe,Western Europe,Democracy,2004
255,Germany,Europe,Western Europe,Democracy,2005
255,Germany,Europe,Western Europe,Democracy,2006
255,Germany,Europe,Western Europe,Democracy,2007
255,Germany,Europe,Western Europe,Democracy,2008
255,Germany,Europe,Western Europe,Democracy,2009
255,Germany,Europe,Western Europe,Democracy,2010
255,Germany,Europe,Western Europe,Democracy,2011
255,Germany,Europe,Western Europe,Democracy,2012
290,Poland,Europe,Eastern Europe,Democracy,2000
290,Poland,Europe,Eastern Europe,Democracy,2001
290,Poland,Europe,Eastern Europe,Democracy,2002
290,Poland,Europe,Eastern Europe,Democracy,2003
290,Poland,Europe,Eastern Europe,Democracy,2004
290,Poland,Europe,Eastern Europe,Democracy,2005
290,Poland,Europe,Eastern Europe,Democracy,2006
290,Poland,Europe,Eastern Europe,Democracy,2007
290,Poland,Europe,Eastern Europe,Democracy,2008
290,Poland,Europe,Eastern Europe,Democracy,2009
290,Poland,Europe,Eastern Europe,Democracy,2010
290,Poland,Europe,Eastern Europe,Democracy,2011
290,Poland,Europe,Eastern Europe,Democracy,2012
305,Austria,Europe,Western Europe,Democracy,2000
305,Austria,Europe,Western Europe,Democracy,2001
305,Austria,Europe,Western Europe,Democracy,2002
305,Austria,Europe,Western Europe,Democracy,2003
305,Austria,Europe,Western Europe,Democracy,2004
305,Austria,Europe,Western Europe,Democracy,2005
305,Austria,Europe,Western Europe,Democracy,2006
305,Austria,Europe,Western Europe,Democracy,2007
305,Austria,Europe,Western Europe,Democracy,2008
305,Austria,Europe,Western Europe,Democracy,2009
305,Austria,Europe,Western Europe,Democracy,2010
305,Austria,Europe,Western Europe,Democracy,2011
305,Austria,Europe,Western Europe,Democracy,2012
310,Hungary,Europe,Eastern Europe,Democracy,2000
310,Hungary,Europe,Eastern Europe,Democracy,2001
310,Hungary,Europe,Eastern Europe,Democracy,2002
310,Hungary,Europe,Eastern Europe,Democracy,2003
310,Hungary,Europe,Eastern Europe,Democracy,2004
310,Hungary,Europe,Eastern Europe,Democracy,2005
310,Hungary,Europe,Eastern Europe,Democracy,2006
310,Hungary,Europe,Eastern Europe,Democracy,2007
310,Hungary,Europe,Eastern Europe,Democracy,2008
310,Hungary,Europe,Eastern Europe,Democracy,2009
310,Hungary,Europe,Eastern Europe,Democracy,2010
310,Hungary,Europe,Eastern Europe,Democracy,2011
310,Hungary,Europe,Eastern Europe,Democracy,2012
316,Czech Republic,Europe,Eastern Europe,Democracy,2000
316,Czech Republic,Europe,Eastern Europe,Democracy,2001
316,Czech Republic,Europe,Eastern Europe,Democracy,2002
316,Czech Republic,Europe,Eastern Europe,Democracy,2003
316,Czech Republic,Europe,Eastern Europe,Democracy,2004
316,Czech Republic,Europe,Eastern Europe,Democracy,2005
316,Czech Republic,Europe,Eastern Europe,Democracy,2006
316,Czech Republic,Europe,Eastern Europe,Democracy,2007
316,Czech Republic,Europe,Eastern Europe,Democracy,2008
316,Czech Republic,Europe,Eastern Europe,Democracy,2009
316,Czech Republic,Europe,Eastern Europe,Democracy,2010
316,Czech Republic,Europe,Eastern Europe,Democracy,2011
316,Czech Republic,Europe,Eastern Europe,Democracy,2012
317,Slovak Republic,Europe,Eastern Europe,Democracy,2000
317,Slovak Republic,Europe,Eastern Europe,Democracy,2001
317,Slovak Republic,Europe,Eastern Europe,Democracy,2002
317,Slovak Republic,Europe,Eastern Europe,Democracy,2003
317,Slovak Republic,Europe,Eastern Europe,Democracy,2004
317,Slovak Republic,Europe,Eastern Europe,Democracy,2005
317,Slovak Republic,Europe,Eastern Europe,Democracy,2006
317,Slovak Republic,Europe,Eastern Europe,Democracy,2007
317,Slovak Republic,Europe,Eastern Europe,Democracy,2008
317,Slovak Republic,Europe,Eastern Europe,Democracy,2009
317,Slovak Republic,Europe,Eastern Europe,Democracy,2010
317,Slovak Republic,Europe,Eastern Europe,Democracy,2011
317,Slovak Republic,Europe,Eastern Europe,Democracy,2012
325,Italy,Europe,Southern Europe,Democracy,2000
325,Italy,Europe,Southern Europe,Democracy,2001
325,Italy,Europe,Southern Europe,Democracy,2002
325,Italy,Europe,Southern Europe,Democracy,2003
325,Italy,Europe,Southern Europe,Democracy,2004
325,Italy,Europe,Southern Europe,Democracy,2005
325,Italy,Europe,Southern Europe,Democracy,2006
325,Italy,Europe,Southern Europe,Democracy,2007
325,Italy,Europe,Southern Europe,Democracy,2008
325,Italy,Europe,Southern Europe,Democracy,2009
325,Italy,Europe,Southern Europe,Democracy,2010
325,Italy,Europe,Southern Europe,Democracy,2011
325,Italy,Europe,Southern Europe,Democracy,2012
339,Albania,Europe,Southern Europe,Democracy,2000
339,Albania,Europe,Southern Europe,Democracy,2001
339,Albania,Europe,Southern Europe,Democracy,2002
339,Albania,Europe,Southern Europe,Democracy,2003
339,Albania,Europe,Southern Europe,Democracy,2004
339,Albania,Europe,Southern Europe,Democracy,2005
339,Albania,Europe,Southern Europe,Democracy,2006
339,Albania,Europe,Southern Europe,Democracy,2007
339,Albania,Europe,Southern Europe,Democracy,2008
339,Albania,Europe,Southern Europe,Democracy,2009
339,Albania,Europe,Southern Europe,Democracy,2010
339,Albania,Europe,Southern Europe,Democracy,2011
339,Albania,Europe,Southern Europe,Democracy,2012
341,Kosovo,Europe,Southern Europe,Democracy,2008
341,Kosovo,Europe,Southern Europe,Democracy,2009
341,Kosovo,Europe,Southern Europe,Democracy,2010
341,Kosovo,Europe,Southern Europe,Democracy,2011
341,Kosovo,Europe,Southern Europe,Democracy,2012
342,Serbia,Europe,Southern Europe,Democracy,2006
342,Serbia,Europe,Southern Europe,Democracy,2007
342,Serbia,Europe,Southern Europe,Democracy,2008
